,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appId,result,sentiment,sentiment_score
0,9d0af9c5-baaf-4425-8627-e848bfdf7ec2,Sumit Khatak,https://play-lh.googleusercontent.com/a/AItbvmmIEfnYSYBkzzUIrgG3dHl7vNB4w2oejMGMNsXL=mo,Syndrome game and hai,5,0,,2022-08-28 07:02:08,,,com.divinegames.weddingfashionmakeover,"[{'label': 'POSITIVE', 'score': 0.9962207674980164}]",POSITIVE,0.9962207674980164
1,d67322fe-1a1a-4028-b41f-2b34acf9fc25,Ibraheem Tassawar,https://play-lh.googleusercontent.com/a/AItbvmkVNw9Zy4Ev5Usxs-UuB3r5vvCUVNGgm8ewCFAq=mo,Wedding fashion doll makeoveer...,5,0,,2022-08-15 03:27:52,,,com.divinegames.weddingfashionmakeover,"[{'label': 'POSITIVE', 'score': 0.9890389442443848}]",POSITIVE,0.9890389442443848
2,b9034988-492f-49cb-bd0b-dfde193c83a1,md Mijan,https://play-lh.googleusercontent.com/a/AItbvmmUI-kEsQQYqjMnM-ZKm2zVZCN9jZeTmk2-32aM=mo,আপনাদের লাইক,5,0,,2022-08-13 00:20:46,,,com.divinegames.weddingfashionmakeover,"[{'label': 'POSITIVE', 'score': 0.9264833331108093}]",POSITIVE,0.9264833331108093
3,d272028a-8178-43c7-9f11-956a68d62625,Purkan Pathan,https://play-lh.googleusercontent.com/a/AItbvmlHg4lieYXInJdwEMtV1wtsSEUuLj9iqvg87vKO=mo,Fardin King,3,0,,2022-08-08 10:05:40,,,com.divinegames.weddingfashionmakeover,"[{'label': 'POSITIVE', 'score': 0.9912673830986023}]",POSITIVE,0.9912673830986023
4,0070774a-62d8-4246-ad89-71798851a6b2,Sona Sona rajput,https://play-lh.googleusercontent.com/a/AItbvmlaN2MJcwdohzqprU08yz8u1EKDOzAiC-q-zl1S=mo,Dh a madhya purv men sthit ek gaon jaha par nahi diya hai ki meri frend ki dukan hai ki is tarah ke paas baithi thi man,5,0,,2022-08-03 14:44:54,,,com.divinegames.weddingfashionmakeover,"[{'label': 'POSITIVE', 'score': 0.9886283874511719}]",POSITIVE,0.9886283874511719
5,e4edbdee-c8ea-48b4-ba9a-33b30f5e99a3,Mutibwa Prossy,https://play-lh.googleusercontent.com/a/AItbvmkJg4l6U51fuYIkzf5Sikve23UcVcf7YILunICC=mo,So annoying I cannot get my coins after winning please correct this in time,1,0,1.0.5,2022-08-26 17:09:33,,,com.fashiondollmakeupgames.fashiongirlgames2020,"[{'label': 'NEGATIVE', 'score': 0.9994839429855347}]",NEGATIVE,0.9994839429855347
6,ef211488-8cbd-4f2d-8f64-24100481bb10,total gamer free fair,https://play-lh.googleusercontent.com/a/AItbvmmCyoJVcIyyImemqTNtSGAeGYOgR9NqV8tHLC0L=mo,This is very nice game,5,0,,2022-08-24 16:56:14,,,com.fashiondollmakeupgames.fashiongirlgames2020,"[{'label': 'POSITIVE', 'score': 0.9987782835960388}]",POSITIVE,0.9987782835960388
7,8d4dba73-050a-499b-9ac7-878139d16e92,Lalhriatmawia Hrangchal,https://play-lh.googleusercontent.com/a/AItbvml6PcQwKSGd9KzGXi6YRoFJ89cCtWWbVJVhLfQ_=mo,Know have not about shot scotch what goes wanted anything good Sarah for was so wants to do so do does well so we don't who shows reaches shirts shoes cough the the it right or races exciting is and don't taste it is if of of on of is has way so sorry she does at end excited exits acid this who discuss it is he off hot if he had guess it in your clock did forgot decide enjoy did your only just an and shoes end this you'd Dutch so did it yesterday which has his hands full races hi access going i,5,0,,2022-08-23 11:29:56,,,com.fashiondollmakeupgames.fashiongirlgames2020,"[{'label': 'NEGATIVE', 'score': 0.9990943670272827}]",NEGATIVE,0.9990943670272827
8,d249cd8b-41a3-46cc-a406-104a3c85b017,Mrs. Kuye Kuye,https://play-lh.googleusercontent.com/a/AItbvmm4iB9ksEmZQwn0OjGP3FJHnBvg4IA3cV0o8ZI=mo,The game is amazing but it keeps showing RATE US,1,0,1.0.5,2022-08-22 14:44:47,,,com.fashiondollmakeupgames.fashiongirlgames2020,"[{'label': 'POSITIVE', 'score': 0.9973611235618591}]",POSITIVE,0.9973611235618591
9,da2e696e-b334-43fd-8442-d9875aaa198d,Abdelkader Khayal,https://play-lh.googleusercontent.com/a/AItbvmnfex3my3JyfJkNC7PAoKVfNOYzfax_BErbw5Ia=mo,💓,2,0,1.0.5,2022-08-22 13:51:14,,,com.fashiondollmakeupgames.fashiongirlgames2020,"[{'label': 'POSITIVE', 'score': 0.9981552958488464}]",POSITIVE,0.9981552958488464
10,e4edbdee-c8ea-48b4-ba9a-33b30f5e99a3,Mutibwa Prossy,https://play-lh.googleusercontent.com/a/AItbvmkJg4l6U51fuYIkzf5Sikve23UcVcf7YILunICC=mo,So annoying I cannot get my coins after winning please correct this in time,1,0,1.0.5,2022-08-26 17:09:33,,,com.fashiondollmakeupgames.fashiongirlgames2020,"[{'label': 'NEGATIVE', 'score': 0.9994839429855347}]",NEGATIVE,0.9994839429855347
11,ef211488-8cbd-4f2d-8f64-24100481bb10,total gamer free fair,https://play-lh.googleusercontent.com/a/AItbvmmCyoJVcIyyImemqTNtSGAeGYOgR9NqV8tHLC0L=mo,This is very nice game,5,0,,2022-08-24 16:56:14,,,com.fashiondollmakeupgames.fashiongirlgames2020,"[{'label': 'POSITIVE', 'score': 0.9987782835960388}]",POSITIVE,0.9987782835960388
12,8d4dba73-050a-499b-9ac7-878139d16e92,Lalhriatmawia Hrangchal,https://play-lh.googleusercontent.com/a/AItbvml6PcQwKSGd9KzGXi6YRoFJ89cCtWWbVJVhLfQ_=mo,Know have not about shot scotch what goes wanted anything good Sarah for was so wants to do so do does well so we don't who shows reaches shirts shoes cough the the it right or races exciting is and don't taste it is if of of on of is has way so sorry she does at end excited exits acid this who discuss it is he off hot if he had guess it in your clock did forgot decide enjoy did your only just an and shoes end this you'd Dutch so did it yesterday which has his hands full races hi access going i,5,0,,2022-08-23 11:29:56,,,com.fashiondollmakeupgames.fashiongirlgames2020,"[{'label': 'NEGATIVE', 'score': 0.9990943670272827}]",NEGATIVE,0.9990943670272827
13,d249cd8b-41a3-46cc-a406-104a3c85b017,Mrs. Kuye Kuye,https://play-lh.googleusercontent.com/a/AItbvmm4iB9ksEmZQwn0OjGP3FJHnBvg4IA3cV0o8ZI=mo,The game is amazing but it keeps showing RATE US,1,0,1.0.5,2022-08-22 14:44:47,,,com.fashiondollmakeupgames.fashiongirlgames2020,"[{'label': 'POSITIVE', 'score': 0.9973611235618591}]",POSITIVE,0.9973611235618591
14,da2e696e-b334-43fd-8442-d9875aaa198d,Abdelkader Khayal,https://play-lh.googleusercontent.com/a/AItbvmnfex3my3JyfJkNC7PAoKVfNOYzfax_BErbw5Ia=mo,💓,2,0,1.0.5,2022-08-22 13:51:14,,,com.fashiondollmakeupgames.fashiongirlgames2020,"[{'label': 'POSITIVE', 'score': 0.9981552958488464}]",POSITIVE,0.9981552958488464
15,e4edbdee-c8ea-48b4-ba9a-33b30f5e99a3,Mutibwa Prossy,https://play-lh.googleusercontent.com/a/AItbvmkJg4l6U51fuYIkzf5Sikve23UcVcf7YILunICC=mo,So annoying I cannot get my coins after winning please correct this in time,1,0,1.0.5,2022-08-26 17:09:33,,,com.fashiondollmakeupgames.fashiongirlgames2020,"[{'label': 'NEGATIVE', 'score': 0.9994839429855347}]",NEGATIVE,0.9994839429855347
16,ef211488-8cbd-4f2d-8f64-24100481bb10,total gamer free fair,https://play-lh.googleusercontent.com/a/AItbvmmCyoJVcIyyImemqTNtSGAeGYOgR9NqV8tHLC0L=mo,This is very nice game,5,0,,2022-08-24 16:56:14,,,com.fashiondollmakeupgames.fashiongirlgames2020,"[{'label': 'POSITIVE', 'score': 0.9987782835960388}]",POSITIVE,0.9987782835960388
17,8d4dba73-050a-499b-9ac7-878139d16e92,Lalhriatmawia Hrangchal,https://play-lh.googleusercontent.com/a/AItbvml6PcQwKSGd9KzGXi6YRoFJ89cCtWWbVJVhLfQ_=mo,Know have not about shot scotch what goes wanted anything good Sarah for was so wants to do so do does well so we don't who shows reaches shirts shoes cough the the it right or races exciting is and don't taste it is if of of on of is has way so sorry she does at end excited exits acid this who discuss it is he off hot if he had guess it in your clock did forgot decide enjoy did your only just an and shoes end this you'd Dutch so did it yesterday which has his hands full races hi access going i,5,0,,2022-08-23 11:29:56,,,com.fashiondollmakeupgames.fashiongirlgames2020,"[{'label': 'NEGATIVE', 'score': 0.9990943670272827}]",NEGATIVE,0.9990943670272827
18,d249cd8b-41a3-46cc-a406-104a3c85b017,Mrs. Kuye Kuye,https://play-lh.googleusercontent.com/a/AItbvmm4iB9ksEmZQwn0OjGP3FJHnBvg4IA3cV0o8ZI=mo,The game is amazing but it keeps showing RATE US,1,0,1.0.5,2022-08-22 14:44:47,,,com.fashiondollmakeupgames.fashiongirlgames2020,"[{'label': 'POSITIVE', 'score': 0.9973611235618591}]",POSITIVE,0.9973611235618591
19,da2e696e-b334-43fd-8442-d9875aaa198d,Abdelkader Khayal,https://play-lh.googleusercontent.com/a/AItbvmnfex3my3JyfJkNC7PAoKVfNOYzfax_BErbw5Ia=mo,💓,2,0,1.0.5,2022-08-22 13:51:14,,,com.fashiondollmakeupgames.fashiongirlgames2020,"[{'label': 'POSITIVE', 'score': 0.9981552958488464}]",POSITIVE,0.9981552958488464
20,6338c608-22b2-433d-8ae1-a4d8fc23fde6,Sahal Imran,https://play-lh.googleusercontent.com/a-/AFdZucrBWpPRB2AsZZJfuDL63AwiS9VY9afmooePfRdqTA,"the game is tedious as in boring. Sure, you do quests and kill enemies in one single map, but if only you add multiplier to your game, then this game would be more fun. Oh, and add different maps too.. not just one boring green map. Add tundra map and desert map",4,1,,2022-08-14 15:14:34,,,com.yamtargames.snakesim,"[{'label': 'NEGATIVE', 'score': 0.9994879961013794}]",NEGATIVE,0.9994879961013794
21,a81ae98c-410e-46a0-a9a9-7b794534fae3,Bentley Hutson,https://play-lh.googleusercontent.com/a-/AFdZucqsPlc96mNbciex2nC4PETx7Yx0Ne05Z6wabTSo,ALL YOUR GAMES ARE GOOD BETTER THAN ROBLOX,5,0,,2022-04-19 08:13:23,,,com.yamtargames.snakesim,"[{'label': 'POSITIVE', 'score': 0.9973475933074951}]",POSITIVE,0.9973475933074951
22,78ea572f-4a61-45cf-8b37-346abceea5c1,Krystal K,https://play-lh.googleusercontent.com/a/AItbvmmXoFjBlDeB0mn11JiPAbbg_1NoMG3z2ub2_2wP=mo,Not enough family 3 more,3,0,,2022-03-08 03:22:23,,,com.yamtargames.snakesim,"[{'label': 'NEGATIVE', 'score': 0.9990673661231995}]",NEGATIVE,0.9990673661231995
23,b399d2c6-dee1-4009-82c8-105b507d3db6,Chantel Senekal,https://play-lh.googleusercontent.com/a/AItbvmnhvPiuBYDgi6euLsMODQRA7FV6d06WnFCN7wyQ=mo,Fg,1,0,,2022-01-06 12:34:23,,,com.yamtargames.snakesim,"[{'label': 'POSITIVE', 'score': 0.8276060223579407}]",POSITIVE,0.8276060223579407
24,3691d0ed-e9d0-4270-ab52-1b56c54069e5,Luke Plumley,https://play-lh.googleusercontent.com/a/AItbvmkf6KoMrHULpVLAsVjJpScQEZM_ZUl5PWrQNM_o=mo,THE best Game ever your over...Uber... over o,5,0,0.1,2021-12-26 15:22:02,,,com.yamtargames.snakesim,"[{'label': 'POSITIVE', 'score': 0.998405396938324}]",POSITIVE,0.998405396938324
25,0ab0aa72-e3fb-4ed0-a248-602f13521370,Tim Gibson,https://play-lh.googleusercontent.com/a-/AFdZucpHMkp7KnmPS1Oc28vpOjJA86Nr3F8QHOxNvxRG,AWESOME,5,0,0.1,2022-04-21 22:31:50,,,com.yamtargames.aliensim,"[{'label': 'POSITIVE', 'score': 0.998187243938446}]",POSITIVE,0.998187243938446
26,632cf228-7e76-4c18-ba23-c712337d85d7,Kevin the cube,https://play-lh.googleusercontent.com/a-/AFdZucqvARWNm9XlFRMKCMxa6kt67VXwcjuE_Lkn6_iGoQ,They copy po spider form slendytubbies PC sandbox mode >:(,1,0,,2022-03-25 18:14:30,,,com.yamtargames.aliensim,"[{'label': 'NEGATIVE', 'score': 0.9989593029022217}]",NEGATIVE,0.9989593029022217
27,95822e04-f35a-42a1-8b96-0b9dfb0c36d3,Darey Lopez,https://play-lh.googleusercontent.com/a/AItbvmlleQ9TG1ndMz3XqoLleemXJagxb7GRZ-fPufhr=mo,I could hardly even play I play for like 2 min then it always crashes,1,8,,2022-03-07 02:20:00,,,com.yamtargames.aliensim,"[{'label': 'NEGATIVE', 'score': 0.9995028972625732}]",NEGATIVE,0.9995028972625732
